Headline,Body ID,Stance 
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,958,unrelated
Robot security guards now patrolling Microsoft's Silicon Valley campus,696,unrelated
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,649,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,75,unrelated
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",239,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,781,unrelated
Isis militants claim to have killed US journalist James Foley,26,unrelated
Report: Christian Bale Drops Out Of Steve Jobs Biopic,286,unrelated
A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,409,agree
Media outlets identify 'Jihadi John',1427,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1351,unrelated
Report: Christian Bale Will Play Steve Jobs,1226,discuss
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1634,discuss
Speeding Up ‘Seinfeld’ For Younger Viewers,399,unrelated
US Marine survives headshot in Afghanistan,2091,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,706,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,1293,unrelated
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,244,unrelated
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",891,unrelated
Al Qaida hostage killed in raid,56,unrelated
TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials,1686,unrelated
Jose Canseco shoots self in hand,695,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1603,unrelated
"No, Pumpkin Spice Condoms Are Not A Real Thing",703,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,777,unrelated
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,1877,unrelated
"No, Banksy has not been arrested (sigh)",1269,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,40,unrelated
Islamic State fighters detonate 'SCORPION bombs' in terror siege,48,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,676,unrelated
ISIS militants trick mother into ‘eating her kidnapped son’,2175,unrelated
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",1457,unrelated
SEE IT: California homeless man uses $100 gift to give food to others,359,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1853,unrelated
Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',1832,disagree
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2223,unrelated
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,2067,unrelated
Saudi Arabian cleric issues fatwa against snowmen,599,unrelated
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',1648,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",2118,unrelated
Audio may have captured Michael Brown shooting,346,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",459,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,43,unrelated
"In Moscow, police are looking for a felon, cut the male genitals",2044,agree
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,292,agree
Nicaragua asks U.S. for help investigating meteorite crater,2129,unrelated
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",704,unrelated
URGENT: ISIS leader Abu Bakr al-Baghdadi allegedly killed by US airstrikes,2036,unrelated
20-year-old burger: McDonald's Quarter Pounder looks eerily new after 2 decades,1806,unrelated
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",1867,unrelated
Mexico police find mass grave near site 43 students vanished,1670,unrelated
BREAKING NEWS: Baseball star Jose Canseco hurt in accidental shooting,1772,unrelated
Unverified video shows beheading of aid worker David Haines,1757,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1565,unrelated
"Hoax Report Claims 250,000 Texas Turkeys Infected With Ebola",2035,unrelated
Willie Nelson Dead? Viral Hoax Fools Internet,858,unrelated
"Source: Pot in NYC may soon net just a ticket, not arrest",1528,unrelated
Questions raised over Nicaragua 'meteorite',1249,discuss
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1787,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1670,unrelated
Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,1535,unrelated
Bali Awry,1422,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,359,unrelated
Mexico checks if 43 missing students in mass grave,251,unrelated
Homeland Security: No ISIL fighters on U.S. border,1670,unrelated
Dog abandoned at Ayr station with belongings in suitcase,1524,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,121,unrelated
Man chops off own penis after being dumped by his girlfriend,591,unrelated
Teen Makes $72 Million on the Stock Market,1563,disagree
Jordan’s King May Participate Personally In ISIS Raids,1365,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",139,unrelated
Islamic State militants allegedly used chlorine gas against Iraqi security forces,251,unrelated
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",313,unrelated
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",829,unrelated
Texas Truck Winds Up in Syria With Islamic Militants,450,discuss
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1821,unrelated
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1439,unrelated
Audio may have captured Michael Brown shooting,1289,unrelated
Catholic Priest Claims God Is Female After Clinically Dead Experience,1538,unrelated
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",1311,unrelated
Christian Bale Won't Play Steve Jobs After All,1702,unrelated
China App Store Manipulation Photo Goes Viral - But Is It Real?,2087,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,1547,unrelated
ISIS Militants Allegedly Contracted Ebola,1175,discuss
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",242,unrelated
Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt,1673,agree
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",206,unrelated
Dumped woman spends a week in KFC to get over ex,817,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,271,unrelated
Isis claims it has US airdrop of weapons,666,unrelated
"Audio captured at time of Michael Brown shooting, company says",132,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,693,unrelated
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1438,unrelated
Video messaging service verifies timing of CNN audio recording,2149,discuss
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,2192,unrelated
Eyewitness Says Viral Video of Homeless Man Was Staged,1130,agree
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1125,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",1357,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1627,unrelated
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,221,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,1873,unrelated
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1899,discuss
TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,821,unrelated
Is Durex Planning To Release A Pumpkin Spice Condom?,1477,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1358,unrelated
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,1406,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,821,unrelated
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",858,unrelated
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,527,unrelated
Jose Canseco Shot in the Hand During Accidental Shooting at Vegas Home,186,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),2266,discuss
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,1012,unrelated
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,1439,unrelated
The Chinese Guide to Avoiding a Bad English Name,1681,unrelated
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1708,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",632,discuss
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,984,unrelated
Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,1883,unrelated
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,941,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,1029,unrelated
#Hairgate: iPhone 6 users say device pulls out hair,1519,discuss
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",227,unrelated
"Despite ceasefire announcement, new Boko Haram attacks reported",2088,unrelated
"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",1900,agree
MCDONALD’S WILL STOP SERVING OVERWEIGHT CUSTOMERS BEGINNING 1/1/15,2096,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,72,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,17,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,345,unrelated
Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,45,unrelated
Meteorite strike in Nicaragua puzzles experts,2129,unrelated
A bunch of cool health features were cut from the Apple Watch at the last minute,821,unrelated
Has Ebola infected Isis militants in Mosul?,2188,unrelated
Apple Watch to reportedly offer 'Power Reserve' to help extend battery life,487,discuss
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1175,discuss
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1143,discuss
BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,2016,unrelated
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",22,unrelated
Former PGA Tour player: Tiger Woods suspended for drug test failure,2257,unrelated
Report: Possible audio tape of Michael Brown shooting,2044,unrelated
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1660,unrelated
Woman Stays In KFC For A Week To Get Over Her Break-Up,2087,discuss
Two blokes dared to eat 20-year-old burger for charity,1806,unrelated
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",652,unrelated
ISIL Beheads American Photojournalist in Iraq,1016,agree
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,972,unrelated
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1407,agree
"Absent from duty for 25 years, CPWD official dismissed",7,unrelated
Apple Watch reportedly has low-energy 'power reserve' mode,1911,discuss
Google Grows With $1.6 Billion in California Office Deals,1572,unrelated
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,503,unrelated
The Case of the Stolen Batmobile Has Been Solved,529,unrelated
Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,699,unrelated
Tropical spider 'burrowed under man's skin through scar' - video report,2042,discuss
Amazon.com to open first physical store in Manhattan: DJ,1938,unrelated
A bunch of cool health features were cut from the Apple Watch at the last minute,40,unrelated
North Dakota Names Landfill After Obama,1599,unrelated
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",530,unrelated
Sugarhill Gang rapper Big Bank Hank dead at 57,1737,unrelated
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,757,unrelated
ISIS Extremists Claim to Behead British Hostage David Haines,2102,discuss
ISIL video claims beheading of kidnapped journalist James Foley,446,discuss
Man who skipped work for 24 years is finally fired,686,unrelated
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",695,unrelated
Mexico prosecutor: Students not in 1st mass graves,712,unrelated
PGA Spokesman and Tiger Woods' Agent Deny Drug Suspension Allegations,1589,unrelated
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",305,unrelated
[Updated] Saudi State Television Allegedly Blurs Michelle Obama’s Face During Meeting With New Saudi King,1531,unrelated
Mexican students not among bodies found in mass graves,695,discuss
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,40,unrelated
Doubts cast over Nicaragua meteorite claim,10,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,777,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,2056,unrelated
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",40,unrelated
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,1906,agree
Nicaragua says meteorite probable cause of blast in capital,2154,discuss
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2223,unrelated
A Mass Grave Points to a Student Massacre in Mexico,1984,disagree
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,1597,unrelated
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",62,unrelated
India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',305,unrelated
Mexico checks if 43 missing students in mass grave,683,unrelated
Small Meteorite Hits Managua,1622,discuss
Government employee fired after skipping work for 24 years,1242,unrelated
Research Medical Center denies reports that a patient has Ebola,570,unrelated
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,2137,unrelated
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1379,discuss
Islamic State claims to have beheaded American journalist,1580,discuss
Isis tells mother on rescue mission :’You’ve just eaten your son’,220,unrelated
ISIS Extremists Claim to Behead British Hostage David Haines,1011,unrelated
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",137,unrelated
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1897,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1099,discuss
From bendgate to hairgate: Now iPhone 6 users complain the device is ripping out their hair,1787,unrelated
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,1461,unrelated
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,950,unrelated
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,830,unrelated
Comcast Says You Can Keep Your Tor,277,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",62,discuss
Boko Haram denies ceasefire claim by Nigeria's government,1574,unrelated
Iraqi media: ISIS militants have contracted Ebola,267,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,186,unrelated
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,208,unrelated
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,304,unrelated
"Luke Somers Dies In Rescue Attempt, Sister Says; Yemeni Defense Ministry Says Unnamed US Hostage Freed",1500,unrelated
More American Weapons for ISIS,1076,discuss
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",1560,discuss
Homeless man receives $100... then shocks everyone with how he spends it,125,unrelated
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",1805,unrelated
KC Man Does Not Have Ebola,1226,unrelated
Was The Batmobile Stolen In Detroit?,1671,discuss
Macaulay Culkin dead hoax: Fake death report spreads on social networks,1502,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,2070,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,1347,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1905,unrelated
"Soldier shot, Parliament locked down after gunfire erupts at war memorial",892,unrelated
Alleged audio of Michael Brown shooting has surfaced,776,unrelated
"Vice Media’s CEO blew $300,000 on dinner, and a Vegas casino boss blabbed about it",837,unrelated
US officials: Video shows American's execution,533,unrelated
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,459,discuss
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,1832,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",608,discuss
"Audio captured at time of Michael Brown shooting, company says",1715,discuss
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2116,unrelated
According to some Russians this dark figure stumbling through the snowy woods is a Yeti - and they even have a footprint. Hmmmmm,829,unrelated
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,626,unrelated
"NYPD to stop arresting for low-level marijuana charges, will issue tickets instead: source",269,unrelated
Texas plumber's truck on front line of Syria war,171,unrelated
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,269,unrelated
Christian Bale Is Steve Jobs,137,unrelated
"Pizza delivery man gets $2,000 tip",1358,agree
"If you really believed Colorado KFCs were selling pot, here’s a reality check",32,unrelated
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,1631,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1826,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1372,unrelated
'Jihadi John' named as Mohammed Emwazi from London,1543,unrelated
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,1224,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1106,discuss
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1613,discuss
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,1295,unrelated
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,1256,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,1090,unrelated
ISIL allegedly kills US journalist in video,1966,discuss
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,860,unrelated
Christian Bale Drops Out of Steve Jobs Biopic,1839,unrelated
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,626,unrelated
This Guy Paid Off His Parents’ Mortgage For Christmas,1599,discuss
"So, There Might Be a Rat Infestation at Vogue",1790,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,1461,unrelated
Michelle Obama Not Blurred Out on Saudi TV,396,unrelated
Missing Mexican students 'not found in mass grave',1673,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1019,unrelated
Rumors of ISIS leader's death debunked,1645,discuss
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,1197,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,1361,unrelated
IS militant 'Jihadi John' named as Mohammed Emwazi from London,77,unrelated
"Managua explosion not a meteorite, NASA suggests",1056,agree
Missing Libyan jetliners raise fears of terror attacks on 9/11,1575,unrelated
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",1277,unrelated
Research Medical Center denies reports that a patient has Ebola,1349,unrelated
Scorned wife leaves love-rat husband and twin sister NAKED in car park,1904,unrelated
ISIL militant 'Jihadi John' named by media,1800,discuss
ISIL video claims beheading of kidnapped journalist James Foley,1873,unrelated
Islamic State militants allegedly used chlorine gas against Iraqi security forces,1357,unrelated
Woman Spends Entire Week In KFC After Getting Dumped By Her Boyfriend,1523,agree
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1883,unrelated
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,564,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,867,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,480,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",115,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,281,unrelated
Audio recording allegedly captures moment Michael Brown was shot,1347,unrelated
Graffiti Artist Banksy Arrested In London; Identity Revealed,77,unrelated
Wayward sister ‘nun the wiser’ about baby,2192,unrelated
The Chinese Guide to Avoiding a Bad English Name,2220,unrelated
Christian Bale to play Steve Jobs in upcoming biopic,1439,unrelated
Kim Jong-Un 'bans the name Kim Jong-un',1009,unrelated
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,2036,discuss
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,2097,unrelated
The Man Who Says Comcast Got Him Fired Has Filed a Lawsuit,2046,unrelated
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",1063,discuss
"Are missing students in mass graves found near Iguala, Mexico?",1419,unrelated
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,1073,unrelated
UPDATE: Internet report of Ebola outbreak in Purdon not true,1808,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",676,agree
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1004,unrelated
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",2238,discuss
ISIS Reportedly Beheads American Photojournalist in Iraq,2261,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,601,agree
Vogue's new digs are reportedly swarming with rats,2072,discuss
"NYPD to issue tickets instead of arrest for weed possession, report says",666,unrelated
Tropical spider burrowed under Bali tourist's skin,959,unrelated
Saudi cleric condemns snowmen as anti-Islamic,599,unrelated
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1368,discuss
ISIS Beheads American Journalist,1251,unrelated
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",1034,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,689,discuss
Christian Bale will not play Steve Jobs,1646,unrelated
ISIS video showing beheading triggers international response,737,unrelated
US officials: Video shows American's execution,2067,discuss
Lebanon 'holding IS leader's daughter and ex-wife',1468,discuss
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,1681,unrelated
Kim Had Ankle Surgery:  Source,2042,unrelated
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1384,unrelated
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",724,unrelated
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",1926,unrelated
CNN Plays Alleged Recording of Michael Brown Shooting,346,unrelated
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",427,discuss
Christian Bale in Talks to Star in Sony's Steve Jobs Film,1234,unrelated
Bali spider burrows under Aussie’s chest,1888,unrelated
ISIS fighters seize weapons airdrop meant for Kurds,666,unrelated
Is the iPhone 6 Really Pulling Out Your Hair?,2184,unrelated
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,195,unrelated
High School Student Rumored to Have Made $72 Million Trading Stocks,1205,unrelated
Video shows ISIL beheading of photojournalist James Foley,26,unrelated
WATCH: Twitter catches fire amid rumors of Fidel Castro’s death,1024,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1857,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1034,unrelated
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,831,unrelated
Islamic State using 'SCORPION bombs' to terrorise victims,2175,unrelated
"Dead for 48 minutes, Catholic Priest claims God is female",858,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1950,unrelated
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",1764,discuss
Nicaraguan commission on possible meteorite crash presents rock samples,816,unrelated
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",1240,unrelated
"High-end Apple Watch to start at $5,000 -- analyst",277,unrelated
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",592,unrelated
Weatherman caught peeing live on camera,36,unrelated
"No, there aren’t any Ebola cases in Iraq",1506,discuss
"#Daysofdarkness: No, There Won't Be Six Days Of Darkness In December",487,unrelated
Podcast: Brown Moses on what’s flying over Iraq and Syria,933,unrelated
Someone Spraypainted A Penis On A £1.5m Bugatti Veyron And It Went Very Viral,1435,unrelated
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,941,unrelated
CNN Posts Alleged Audio of Michael Brown Shooting,1299,unrelated
"So, There Might Be a Rat Infestation at Vogue",788,discuss
‘Photo of slain IS leader’ reported to be doctored,887,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,1036,unrelated
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1996,disagree
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,195,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",984,unrelated
Boko Haram ceasefire ignored as violence flares in Borno state,544,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',2263,discuss
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",649,unrelated
Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,54,unrelated
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",1026,agree
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",35,unrelated
ISLAMIC STATE ‘FED MURDERED MAN TO HIS OWN MOTHER’,2102,unrelated
"Fidel Castro Is Dead, According to Viral Twitter Rumors",1906,unrelated
"Small meteorite strikes Nicaragua, government says",10,unrelated
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,2070,unrelated
Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,1339,unrelated
Daash Ebola transferred to Mosul {Google Translate],2138,disagree
Obama: murder of James Foley 'shocks the conscience of the entire world',2130,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1899,unrelated
PopWatch Teenager fights for the right to be recognized as Teletubbies' smiling sun-baby,1331,unrelated
Christian Bale won't play Steve Jobs,1019,disagree
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1803,unrelated
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1372,disagree
Nigeria Boko Haram blamed for raids despite truce claim,1027,discuss
Nicaragua asks U.S. for help investigating meteorite crater,2264,discuss
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1804,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,1644,unrelated
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,477,unrelated
Doubts cast over Nicaragua meteorite claim,731,unrelated
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",1628,unrelated
App brush list actually do so sister you tired it?,126,unrelated
Lebanon detains wife and son of Al-Baghdadi,651,unrelated
"Batmobile stolen in Detroit? Good one, joker!",213,unrelated
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1855,discuss
